id;tournament;stage;session_no;game_no;date;score_or_attendance;place_or_result;comment;extra;label
1740;Business Cats;rating;3;1;;0;#Н/Д;;;3 Рейтинговая
1740;Business Cats;rating;3;2;;0;#Н/Д;;;3 Рейтинговая
1740;Пейнтбол;paintball;1;1;;0;Победа;;;Тренировочный бой
1740;Пейнтбол;paintball;2;1;;0;Проигрыш;;;1 Групповой бой
1740;Пейнтбол;paintball;3;1;;0;Проигрыш;;;2 Групповой бой
1740;Пейнтбол;paintball;4;1;;0;Проигрыш;;;3 Групповой бой
1740;Пейнтбол;paintball;5;1;;0;31 мин;;;1 сценарный бой
1740;Пейнтбол;paintball;6;1;;0;20 мин;;;2 сценарный бой
1740;Пейнтбол;paintball;7;1;;0;1/16 финала;;;Плей-Офф
1740;Civilization: Solo;week;1;1;;0;;;;1714
1740;Civilization: Solo;week;2;1;;0;;;;1714
1740;Civilization: Solo;week;3;1;;0;;;;1714
1740;Civilization: Solo;week;4;1;;0;;;;1714
1740;Civilization: Solo;week;5;1;;0;;;;1714
1740;Civilization: Solo;week;6;1;;0;;;;1714
1740;Civilization: Solo;week;7;1;;0;;;;1714
1740;Civilization: Solo;week;8;1;;0;;;;1714
1740;Civilization: Solo;week;9;1;;0;;;;1714
1740;Civilization: DUEL;week;1;1;;0;;;;1717
1740;Civilization: DUEL;week;2;1;;0;;;;1717
1740;Civilization: DUEL;week;3;1;;С;;;;1717
1740;Civilization: DUEL;week;4;1;;С;;;;1717
1740;Civilization: DUEL;week;5;1;;С;;;;1717
1740;Civilization: DUEL;week;6;1;;0;;;;1717
1740;Civilization: DUEL;week;7;1;;0;;;;1717
1740;Civilization: DUEL;week;8;1;;0;;;;1717
1740;Life is Feudal;week;1;1;;0;;;строитель;Сержант
1740;Life is Feudal;week;2;1;;0;;;строитель;Сержант
1740;Life is Feudal;week;3;1;;0;;;строитель;Сержант
1740;Life is Feudal;week;4;1;;0;;;строитель;Сержант
1740;Life is Feudal;week;5;1;;0;;;строитель;Сержант
1740;Life is Feudal;week;6;1;;0;;;строитель;Сержант
1740;Life is Feudal;week;7;1;;0;;;строитель;Сержант
1740;Life is Feudal;week;8;1;;0;;;строитель;Сержант
1740;Life is Feudal;week;9;1;;0;;;строитель;Сержант
1740;Life is Feudal;week;10;1;;0;;;строитель;Сержант
1740;Bandy;bandy;1;1;;0;;;;1 игра
1740;Bandy;bandy;2;1;;-1;;;;2 игра
1895;Business Cats;training;1;1;;0;17;;;1 Тренировочная
1895;Business Cats;training;2;1;;0;11;;;2 Тренировочная
1895;Business Cats;training;2;2;;0;11;;;2 Тренировочная
1895;Business Cats;rating;1;1;;0;5;;;1 Рейтинговая
1895;Business Cats;rating;1;2;;0;5;;;1 Рейтинговая
1895;Business Cats;rating;2;1;;0;10;;;2 Рейтинговая
1895;Business Cats;rating;2;2;;0;10;;;2 Рейтинговая
1895;Business Cats;rating;3;1;;0;9;;;3 Рейтинговая
1895;Business Cats;rating;3;2;;0;9;;;3 Рейтинговая
1895;Пейнтбол;paintball;1;1;;0;Проигрыш;;;Тренировочный бой
1895;Пейнтбол;paintball;2;1;;0;Победа;;;1 Групповой бой
1895;Пейнтбол;paintball;3;1;;0;Победа;;;2 Групповой бой
1895;Пейнтбол;paintball;4;1;;0;Победа;;;3 Групповой бой
1895;Пейнтбол;paintball;5;1;;0;27 мин;;;1 сценарный бой
1895;Пейнтбол;paintball;6;1;;-1;62 мин;;;2 сценарный бой
1895;Пейнтбол;paintball;7;1;;0;1/32 финала;;;Плей-Офф
1895;Civilization: Solo;week;1;1;;0;;;;1696
1895;Civilization: Solo;week;2;1;;0;;;;1696
1895;Civilization: Solo;week;3;1;;0;;;;1696
1895;Civilization: Solo;week;4;1;;0;;;;1696
1895;Civilization: Solo;week;5;1;;0;;;;1696
1895;Civilization: Solo;week;6;1;;0;;;;1696
1895;Civilization: Solo;week;7;1;;0;;;;1696
1895;Civilization: Solo;week;8;1;;0;;;;1696
1895;Civilization: Solo;week;9;1;;0;;;;1696
1895;Civilization: DUEL;week;1;1;;0;;;;Не защитился
1895;Civilization: DUEL;week;2;1;;0;;;;Не защитился
1895;Civilization: DUEL;week;3;1;;0;;;;Не защитился
1895;Civilization: DUEL;week;4;1;;0;;;;Не защитился
1895;Civilization: DUEL;week;5;1;;0;;;;Не защитился
1895;Civilization: DUEL;week;6;1;;с;;;;Не защитился
1895;Civilization: DUEL;week;7;1;;0;;;;Не защитился
1895;Civilization: DUEL;week;8;1;;0;;;;Не защитился
1895;Life is Feudal;week;1;1;;0;;;плотник;Сержант
1895;Life is Feudal;week;2;1;;0;;;плотник;Сержант
1895;Life is Feudal;week;3;1;;0;;;плотник;Сержант
1895;Life is Feudal;week;4;1;;0;;;плотник;Сержант
1895;Life is Feudal;week;5;1;;0;;;плотник;Сержант
1895;Life is Feudal;week;6;1;;С;;;плотник;Сержант
1895;Life is Feudal;week;7;1;;0;;;плотник;Сержант
1895;Life is Feudal;week;8;1;;0;;;плотник;Сержант
1895;Life is Feudal;week;9;1;;0;;;плотник;Сержант
1895;Life is Feudal;week;10;1;;0;;;плотник;Сержант
1895;Bandy;bandy;1;1;;0;;;;1 игра
1895;Bandy;bandy;2;1;;-1;;;;2 игра
1847;Business Cats;training;1;1;;0;11;;;1 Тренировочная
1847;Business Cats;training;2;1;;0;1;;;2 Тренировочная
1847;Business Cats;training;2;2;;0;1;;;2 Тренировочная
1847;Business Cats;rating;1;1;;0;3;;;1 Рейтинговая
1847;Business Cats;rating;1;2;;0;3;;;1 Рейтинговая
1847;Business Cats;rating;2;1;;#Н/Д;17;;;2 Рейтинговая
1847;Business Cats;rating;2;2;;#Н/Д;17;;;2 Рейтинговая
1847;Business Cats;rating;3;1;;0;3;;;3 Рейтинговая
1847;Business Cats;rating;3;2;;0;3;;;3 Рейтинговая
1847;Пейнтбол;paintball;1;1;;0;Победа;;;Тренировочный бой
1847;Пейнтбол;paintball;2;1;;0;Проигрыш;;;1 Групповой бой
1847;Пейнтбол;paintball;3;1;;0;Победа;;;2 Групповой бой
1847;Пейнтбол;paintball;4;1;;0;Проигрыш;;;3 Групповой бой
1847;Пейнтбол;paintball;5;1;;0;30 мин;;;1 сценарный бой
1847;Пейнтбол;paintball;6;1;;0;42 мин;;;2 сценарный бой
1847;Пейнтбол;paintball;7;1;;0;Выбыл с плей-офф;;;Плей-Офф
1847;Civilization: Solo;week;1;1;;0;;;;
1847;Civilization: Solo;week;2;1;;0;;;;
1847;Civilization: Solo;week;3;1;;0;;;;
1847;Civilization: Solo;week;4;1;;0;;;;
1847;Civilization: Solo;week;5;1;;0;;;;
1847;Civilization: Solo;week;6;1;;С;;;;
1847;Civilization: Solo;week;7;1;;0;;;;
1847;Civilization: Solo;week;8;1;;0;;;;
1847;Civilization: Solo;week;9;1;;0;;;;
1645;Business Cats;training;1;1;;0;2;;;1 Тренировочная
1645;Business Cats;training;2;1;;-1;12;;;2 Тренировочная
1645;Business Cats;training;2;2;;-1;12;;;2 Тренировочная
1645;Business Cats;rating;1;1;;0;3;;;1 Рейтинговая
1645;Business Cats;rating;1;2;;0;3;;;1 Рейтинговая
1645;Business Cats;rating;2;1;;0;9;;;2 Рейтинговая
1645;Business Cats;rating;2;2;;0;9;;;2 Рейтинговая
1645;Business Cats;rating;3;1;;0;9;;;3 Рейтинговая
1645;Business Cats;rating;3;2;;0;9;;;3 Рейтинговая
1645;Пейнтбол;paintball;1;1;;0;Проигрыш;;;Тренировочный бой
1645;Пейнтбол;paintball;2;1;;0;Проигрыш;;;1 Групповой бой
1645;Пейнтбол;paintball;3;1;;0;Проигрыш;;;2 Групповой бой
1645;Пейнтбол;paintball;4;1;;0;Победа;;;3 Групповой бой
1645;Пейнтбол;paintball;5;1;;0;31 мин;;;1 сценарный бой
1645;Пейнтбол;paintball;6;1;;0;35 мин;;;2 сценарный бой
1645;Пейнтбол;paintball;7;1;;0;Выбыл с плей-офф;;;Плей-Офф
1645;Civilization: Solo;week;1;1;;0;;;;
1645;Civilization: Solo;week;2;1;;0;;;;
1645;Civilization: Solo;week;3;1;;0;;;;
1645;Civilization: Solo;week;4;1;;0;;;;
1645;Civilization: Solo;week;5;1;;0;;;;
1645;Civilization: Solo;week;6;1;;C;;;;
1645;Civilization: Solo;week;7;1;;0;;;;
1645;Civilization: Solo;week;8;1;;0;;;;
1645;Civilization: Solo;week;9;1;;0;;;;
1645;Civilization: DUEL;week;1;1;;-1;;;;Не защитился
1645;Civilization: DUEL;week;2;1;;-1;;;;Не защитился
1645;Civilization: DUEL;week;3;1;;-1;;;;Не защитился
1645;Civilization: DUEL;week;4;1;;-1;;;;Не защитился
1689;Business Cats;training;1;1;;0;15;;;1 Тренировочная
1689;Business Cats;training;2;1;;0;12;;;2 Тренировочная
1689;Business Cats;training;2;2;;0;12;;;2 Тренировочная
1689;Business Cats;rating;1;1;;0;9;;;1 Рейтинговая
1689;Business Cats;rating;1;2;;0;9;;;1 Рейтинговая
1689;Business Cats;rating;2;1;;0;12;;;2 Рейтинговая
1689;Business Cats;rating;2;2;;0;12;;;2 Рейтинговая
1689;Business Cats;rating;3;1;;0;16;;;3 Рейтинговая
1689;Business Cats;rating;3;2;;0;16;;;3 Рейтинговая
1689;Пейнтбол;paintball;1;1;;0;Победа;;;Тренировочный бой
1689;Пейнтбол;paintball;2;1;;0;Проигрыш;;;1 Групповой бой
1689;Пейнтбол;paintball;3;1;;0;Победа;;;2 Групповой бой
1689;Пейнтбол;paintball;4;1;;0;Проигрыш;;;3 Групповой бой
1689;Пейнтбол;paintball;5;1;;0;33 мин;;;1 сценарный бой
1689;Пейнтбол;paintball;6;1;;0;47 мин;;;2 сценарный бой
1689;Пейнтбол;paintball;7;1;;0;Выбыл с плей-офф;;;Плей-Офф
1689;Civilization: Solo;week;1;1;;0;;;;
1689;Civilization: Solo;week;2;1;;0;;;;
1689;Civilization: Solo;week;3;1;;0;;;;
1689;Civilization: Solo;week;4;1;;0;;;;
1689;Civilization: Solo;week;5;1;;0;;;;
1689;Civilization: Solo;week;6;1;;0;;;;
1689;Civilization: Solo;week;7;1;;0;;;;
1689;Civilization: Solo;week;8;1;;0;;;;
1689;Civilization: Solo;week;9;1;;0;;;;
3010;Business Cats;training;1;1;;-1;#Н/Д;;;1 Тренировочная
3010;Business Cats;training;2;1;;0;11;;;2 Тренировочная
3010;Business Cats;training;2;2;;0;11;;;2 Тренировочная
3010;Business Cats;rating;1;1;;0;6;;;1 Рейтинговая
3010;Business Cats;rating;1;2;;0;6;;;1 Рейтинговая
3010;Business Cats;rating;2;1;;-1;;;;2 Рейтинговая
3010;Business Cats;rating;2;2;;С;;;;2 Рейтинговая
3010;Business Cats;rating;3;1;;#Н/Д;#Н/Д;;;3 Рейтинговая
3010;Business Cats;rating;3;2;;#Н/Д;#Н/Д;;;3 Рейтинговая
3010;Пейнтбол;paintball;1;1;;-1;Проигрыш;;;Тренировочный бой
3010;Пейнтбол;paintball;2;1;;-1;Победа;;;1 Групповой бой
3010;Пейнтбол;paintball;3;1;;0;Победа;;;2 Групповой бой
3010;Пейнтбол;paintball;4;1;;0;Победа;;;3 Групповой бой
3010;Пейнтбол;paintball;5;1;;-1;31 мин;;;1 сценарный бой
3010;Пейнтбол;paintball;6;1;;-1;45 мин;;;2 сценарный бой
3010;Пейнтбол;paintball;7;1;;-1;Выбыл с плей-офф;;;Плей-Офф
3010;Civilization: Solo;week;1;1;;#Н/Д;;;;
3010;Civilization: Solo;week;2;1;;#Н/Д;;;;
3010;Civilization: Solo;week;3;1;;#Н/Д;;;;
3010;Civilization: Solo;week;4;1;;#Н/Д;;;;
2419;Business Cats;training;1;1;;0;9;;;1 Тренировочная
2419;Business Cats;training;2;1;;С;5;;;2 Тренировочная
2419;Business Cats;training;2;2;;С;5;;;2 Тренировочная
2419;Business Cats;rating;1;1;;0;10;;;1 Рейтинговая
2419;Business Cats;rating;1;2;;0;10;;;1 Рейтинговая
2419;Business Cats;rating;2;1;;0;18;;;2 Рейтинговая
2419;Business Cats;rating;2;2;;0;18;;;2 Рейтинговая
2419;Business Cats;rating;3;1;;0;4;;;3 Рейтинговая
2419;Business Cats;rating;3;2;;0;4;;;3 Рейтинговая
2419;Пейнтбол;paintball;1;1;;0;Проигрыш;;;Тренировочный бой
2419;Пейнтбол;paintball;2;1;;0;Проигрыш;;;1 Групповой бой
2419;Пейнтбол;paintball;3;1;;-1;Проигрыш;;;2 Групповой бой
2419;Пейнтбол;paintball;4;1;;0;Победа;;;3 Групповой бой
2419;Пейнтбол;paintball;5;1;;0;38 мин;;;1 сценарный бой
2419;Пейнтбол;paintball;6;1;;0;49 мин;;;2 сценарный бой
2419;Пейнтбол;paintball;7;1;;0;Выбыл с плей-офф;;;Плей-Офф
2419;Civilization: Solo;week;1;1;;0;;;;1717
2419;Civilization: Solo;week;2;1;;0;;;;1717
2419;Civilization: Solo;week;3;1;;#Н/Д;;;;1717
2419;Civilization: Solo;week;4;1;;0;;;;1717
2419;Civilization: Solo;week;5;1;;0;;;;1717
2419;Civilization: Solo;week;6;1;;0;;;;1717
2419;Civilization: Solo;week;7;1;;0;;;;1717
2419;Civilization: Solo;week;8;1;;0;;;;1717
2419;Civilization: Solo;week;9;1;;0;;;;1717
2419;Civilization: DUEL;week;1;1;;0;;;;Не защитился
2419;Civilization: DUEL;week;2;1;;0;;;;Не защитился
2419;Civilization: DUEL;week;3;1;;0;;;;Не защитился
2419;Civilization: DUEL;week;4;1;;0;;;;Не защитился
2419;Civilization: DUEL;week;5;1;;0;;;;Не защитился
2419;Civilization: DUEL;week;6;1;;0;;;;Не защитился
2419;Civilization: DUEL;week;7;1;;0;;;;Не защитился
2419;Civilization: DUEL;week;8;1;;0;;;;Не защитился
2419;Life is Feudal;week;1;1;;0;;;строитель;Сержант
2419;Life is Feudal;week;2;1;;0;;;строитель;Сержант
2419;Life is Feudal;week;3;1;;0;;;строитель;Сержант
2419;Life is Feudal;week;4;1;;0;;;строитель;Сержант
2419;Life is Feudal;week;5;1;;0;;;строитель;Сержант
2419;Life is Feudal;week;6;1;;0;;;строитель;Сержант
2419;Life is Feudal;week;7;1;;0;;;строитель;Сержант
2419;Life is Feudal;week;8;1;;-1;;;строитель;Сержант
2419;Life is Feudal;week;9;1;;-1;;;строитель;Сержант
2419;Life is Feudal;week;10;1;;0;;;строитель;Сержант
1735;Business Cats;training;1;1;;0;3;;;1 Тренировочная
1735;Business Cats;training;2;1;;0;5;;;2 Тренировочная
1735;Business Cats;training;2;2;;0;5;;;2 Тренировочная
1735;Business Cats;rating;1;1;;0;1;;;1 Рейтинговая
1735;Business Cats;rating;1;2;;0;1;;;1 Рейтинговая
1735;Business Cats;rating;2;1;;#Н/Д;22;;;2 Рейтинговая
1735;Business Cats;rating;2;2;;#Н/Д;22;;;2 Рейтинговая
1735;Business Cats;rating;3;1;;0;#Н/Д;;;3 Рейтинговая
1735;Business Cats;rating;3;2;;0;#Н/Д;;;3 Рейтинговая
1735;Пейнтбол;paintball;1;1;;0;Победа;;;Тренировочный бой
1735;Пейнтбол;paintball;2;1;;0;Проигрыш;;;1 Групповой бой
1735;Пейнтбол;paintball;3;1;;0;Проигрыш;;;2 Групповой бой
1735;Пейнтбол;paintball;4;1;;0;Проигрыш;;;3 Групповой бой
1735;Пейнтбол;paintball;5;1;;0;31 мин;;;1 сценарный бой
1735;Пейнтбол;paintball;6;1;;0;20 мин;;;2 сценарный бой
1735;Пейнтбол;paintball;7;1;;0;1/16 финала;;;Плей-Офф
1735;Civilization: Solo;week;1;1;;0;;;;
1735;Civilization: Solo;week;2;1;;0;;;;
1735;Civilization: Solo;week;3;1;;0;;;;
1735;Civilization: Solo;week;4;1;;-1;;;;
1735;Civilization: Solo;week;5;1;;-1;;;;
1735;Civilization: Solo;week;6;1;;0;;;;
1735;Civilization: Solo;week;7;1;;0;;;;
1735;Civilization: Solo;week;8;1;;0;;;;
1735;Civilization: Solo;week;9;1;;0;;;;
1058;Business Cats;training;1;1;;0;11;;;1 Тренировочная
1058;Business Cats;training;2;1;;0;3;;;2 Тренировочная
1058;Business Cats;training;2;2;;0;3;;;2 Тренировочная
1058;Business Cats;rating;1;1;;0;10;;;1 Рейтинговая
1058;Business Cats;rating;1;2;;0;10;;;1 Рейтинговая
1058;Business Cats;rating;2;1;;0;20;;;2 Рейтинговая
1058;Business Cats;rating;2;2;;0;20;;;2 Рейтинговая
1058;Business Cats;rating;3;1;;0;10;;;3 Рейтинговая
1058;Business Cats;rating;3;2;;0;10;;;3 Рейтинговая
1058;Пейнтбол;paintball;1;1;;0;Проигрыш;;;Тренировочный бой
1058;Пейнтбол;paintball;2;1;;0;Победа;;;1 Групповой бой
1058;Пейнтбол;paintball;3;1;;0;Победа;;;2 Групповой бой
1058;Пейнтбол;paintball;4;1;;0;Проигрыш;;;3 Групповой бой
1058;Пейнтбол;paintball;5;1;;0;46 мин;;;1 сценарный бой
1058;Пейнтбол;paintball;6;1;;0;61 минута;;;2 сценарный бой
1058;Пейнтбол;paintball;7;1;;0;Выбыл с плей-офф;;;Плей-Офф
1058;Civilization: Solo;week;1;1;;0;;;;
1058;Civilization: Solo;week;2;1;;0;;;;
1058;Civilization: Solo;week;3;1;;0;;;;
1058;Civilization: Solo;week;4;1;;0;;;;
1058;Civilization: Solo;week;5;1;;0;;;;
1058;Civilization: Solo;week;6;1;;0;;;;
1058;Civilization: Solo;week;7;1;;0;;;;
1058;Civilization: Solo;week;8;1;;0;;;;
1058;Civilization: Solo;week;9;1;;0;;;;
1058;Civilization: DUEL;week;1;1;;0;;;;Не защитился
1058;Civilization: DUEL;week;2;1;;0;;;;Не защитился
1058;Civilization: DUEL;week;3;1;;0;;;;Не защитился
1058;Civilization: DUEL;week;4;1;;0;;;;Не защитился
1058;Civilization: DUEL;week;5;1;;0;;;;Не защитился
1058;Civilization: DUEL;week;6;1;;0;;;;Не защитился
1058;Civilization: DUEL;week;7;1;;0;;;;Не защитился
1058;Civilization: DUEL;week;8;1;;0;;;;Не защитился
1058;Life is Feudal;week;1;1;;-1;;;;Резерв
1058;Life is Feudal;week;2;1;;0;;;;Резерв
1058;Life is Feudal;week;3;1;;0;;;;Резерв
1058;Life is Feudal;week;4;1;;0;;;;Резерв
1058;Life is Feudal;week;5;1;;0;;;;Резерв
1058;Life is Feudal;week;6;1;;0;;;;Резерв
1058;Life is Feudal;week;7;1;;0;;;;Резерв
1058;Life is Feudal;week;8;1;;0;;;;Резерв
1058;Life is Feudal;week;9;1;;0;;;;Резерв
1058;Life is Feudal;week;10;1;;0;;;;Резерв
1058;Bandy;bandy;1;1;;0;;;;1 игра
1058;Bandy;bandy;2;1;;0;;;;2 игра
756;Business Cats;training;1;1;;0;2;;;1 Тренировочная
756;Business Cats;training;2;1;;0;10;;;2 Тренировочная
756;Business Cats;training;2;2;;0;10;;;2 Тренировочная
756;Business Cats;rating;1;1;;0;7;;;1 Рейтинговая
756;Business Cats;rating;1;2;;0;7;;;1 Рейтинговая
756;Business Cats;rating;2;1;;0;24;;;2 Рейтинговая
756;Business Cats;rating;2;2;;0;24;;;2 Рейтинговая
756;Business Cats;rating;3;1;;0;16;;;3 Рейтинговая
756;Business Cats;rating;3;2;;0;16;;;3 Рейтинговая
756;Пейнтбол;paintball;1;1;;0;Победа;;;Тренировочный бой
756;Пейнтбол;paintball;2;1;;0;Победа;;;1 Групповой бой
756;Пейнтбол;paintball;3;1;;0;Победа;;;2 Групповой бой
756;Пейнтбол;paintball;4;1;;0;Победа;;;3 Групповой бой
756;Пейнтбол;paintball;5;1;;0;25 мин;;;1 сценарный бой
756;Пейнтбол;paintball;6;1;;0;38 мин;;;2 сценарный бой
756;Пейнтбол;paintball;7;1;;0;1/16 финала;;;Плей-Офф
756;Civilization: Solo;week;1;1;;0;;;;
756;Civilization: Solo;week;2;1;;0;;;;
756;Civilization: Solo;week;3;1;;0;;;;
756;Civilization: Solo;week;4;1;;С;;;;
756;Civilization: Solo;week;5;1;;C;;;;
756;Civilization: Solo;week;6;1;;0;;;;
756;Civilization: Solo;week;7;1;;0;;;;
756;Civilization: Solo;week;8;1;;0;;;;
756;Civilization: Solo;week;9;1;;0;;;;
756;Civilization: DUEL;week;1;1;;-1;;;;Не защитился
756;Civilization: DUEL;week;3;1;;-1;;;;Не защитился
756;Civilization: DUEL;week;4;1;;-1;;;;Не защитился
1140;Business Cats;training;1;1;;0;5;;;1 Тренировочная
1140;Business Cats;training;2;1;;-1;16;;;2 Тренировочная
1140;Business Cats;training;2;2;;-1;16;;;2 Тренировочная
1140;Business Cats;rating;1;1;;0;3;;;1 Рейтинговая
1140;Business Cats;rating;1;2;;0;3;;;1 Рейтинговая
1140;Business Cats;rating;2;1;;0;19;;;2 Рейтинговая
1140;Business Cats;rating;2;2;;0;19;;;2 Рейтинговая
1140;Business Cats;rating;3;1;;0;11;;;3 Рейтинговая
1140;Business Cats;rating;3;2;;0;11;;;3 Рейтинговая
1140;Пейнтбол;paintball;1;1;;0;Победа;;;Тренировочный бой
1140;Пейнтбол;paintball;2;1;;0;Проигрыш;;;1 Групповой бой
1140;Пейнтбол;paintball;3;1;;-1;Победа;;;2 Групповой бой
1140;Пейнтбол;paintball;4;1;;-1;Победа;;;3 Групповой бой
1140;Пейнтбол;paintball;5;1;;0;41 мин;;;1 сценарный бой
1140;Пейнтбол;paintball;6;1;;0;45 мин;;;2 сценарный бой
1140;Пейнтбол;paintball;7;1;;0;1/4 финала;;;Плей-Офф
1140;Civilization: Solo;week;1;1;;-1;;;;
1140;Civilization: Solo;week;2;1;;#Н/Д;;;;
1140;Civilization: Solo;week;3;1;;#Н/Д;;;;
1140;Civilization: Solo;week;4;1;;#Н/Д;;;;
587;Business Cats;training;1;1;;0;2;;;1 Тренировочная
587;Business Cats;training;2;1;;0;13;;;2 Тренировочная
587;Business Cats;training;2;2;;0;13;;;2 Тренировочная
587;Business Cats;rating;1;1;;0;5;;;1 Рейтинговая
587;Business Cats;rating;1;2;;0;5;;;1 Рейтинговая
587;Business Cats;rating;2;1;;0;1;;;2 Рейтинговая
587;Business Cats;rating;2;2;;0;1;;;2 Рейтинговая
587;Business Cats;rating;3;1;;0;14;;;3 Рейтинговая
587;Business Cats;rating;3;2;;0;14;;;3 Рейтинговая
587;Пейнтбол;paintball;1;1;;0;Проигрыш;;;Тренировочный бой
587;Пейнтбол;paintball;2;1;;0;Победа;;;1 Групповой бой
587;Пейнтбол;paintball;3;1;;0;Победа;;;2 Групповой бой
587;Пейнтбол;paintball;4;1;;0;Победа;;;3 Групповой бой
587;Пейнтбол;paintball;5;1;;0;35 мин;;;1 сценарный бой
587;Пейнтбол;paintball;6;1;;0;49 мин;;;2 сценарный бой
587;Пейнтбол;paintball;7;1;;0;1/32 финала;;;Плей-Офф
587;Civilization: Solo;week;1;1;;0;;;;1747
587;Civilization: Solo;week;2;1;;0;;;;1747
587;Civilization: Solo;week;3;1;;0;;;;1747
587;Civilization: Solo;week;4;1;;0;;;;1747
587;Civilization: Solo;week;5;1;;0;;;;1747
587;Civilization: Solo;week;6;1;;С;;;;1747
587;Civilization: Solo;week;7;1;;0;;;;1747
587;Civilization: Solo;week;8;1;;0;;;;1747
587;Civilization: Solo;week;9;1;;0;;;;1747
587;Civilization: DUEL;week;1;1;;0;;;;Не защитился
587;Civilization: DUEL;week;2;1;;0;;;;Не защитился
587;Civilization: DUEL;week;3;1;;0;;;;Не защитился
587;Civilization: DUEL;week;4;1;;0;;;;Не защитился
587;Civilization: DUEL;week;5;1;;0;;;;Не защитился
587;Civilization: DUEL;week;6;1;;0;;;;Не защитился
587;Civilization: DUEL;week;7;1;;0;;;;Не защитился
587;Civilization: DUEL;week;8;1;;0;;;;Не защитился
587;Life is Feudal;week;1;1;;0;;;;Лорд
587;Life is Feudal;week;2;1;;0;;;;Лорд
587;Life is Feudal;week;3;1;;0;;;;Лорд
587;Life is Feudal;week;4;1;;0;;;;Лорд
587;Life is Feudal;week;5;1;;0;;;;Лорд
587;Life is Feudal;week;6;1;;0;;;;Лорд
587;Life is Feudal;week;7;1;;0;;;;Лорд
587;Life is Feudal;week;8;1;;0;;;;Лорд
587;Life is Feudal;week;9;1;;0;;;;Лорд
587;Life is Feudal;week;10;1;;0;;;;Лорд
587;Bandy;bandy;1;1;;0;;;;1 игра
587;Bandy;bandy;2;1;;0;;;;2 игра
1240;Business Cats;training;1;1;;0;11;;;1 Тренировочная
1240;Business Cats;training;2;1;;0;10;;;2 Тренировочная
1240;Business Cats;training;2;2;;0;10;;;2 Тренировочная
1240;Business Cats;rating;1;1;;0;8;;;1 Рейтинговая
1240;Business Cats;rating;1;2;;0;8;;;1 Рейтинговая
1240;Business Cats;rating;2;1;;0;18;;;2 Рейтинговая
1240;Business Cats;rating;2;2;;0;18;;;2 Рейтинговая
1240;Business Cats;rating;3;1;;0;17;;;3 Рейтинговая
1240;Business Cats;rating;3;2;;0;17;;;3 Рейтинговая
1240;Пейнтбол;paintball;1;1;;0;Проигрыш;;;Тренировочный бой
1240;Пейнтбол;paintball;2;1;;0;Проигрыш;;;1 Групповой бой
1240;Пейнтбол;paintball;3;1;;0;Проигрыш;;;2 Групповой бой
1240;Пейнтбол;paintball;4;1;;0;Проигрыш;;;3 Групповой бой
1240;Пейнтбол;paintball;5;1;;0;31 мин;;;1 сценарный бой
1240;Пейнтбол;paintball;6;1;;0;45 мин;;;2 сценарный бой
1240;Пейнтбол;paintball;7;1;;0;Выбыл с плей-офф;;;Плей-Офф
1240;Civilization: Solo;week;1;1;;0;;;;
1240;Civilization: Solo;week;2;1;;0;;;;
1240;Civilization: Solo;week;3;1;;С;;;;
1240;Civilization: Solo;week;4;1;;0;;;;
1240;Civilization: Solo;week;5;1;;0;;;;
1240;Civilization: Solo;week;6;1;;-1;;;;
1240;Civilization: Solo;week;7;1;;0;;;;
1240;Civilization: Solo;week;8;1;;0;;;;
1240;Civilization: Solo;week;9;1;;0;;;;
1743;Business Cats;training;1;1;;0;10;;;1 Тренировочная
1743;Business Cats;training;2;1;;0;10;;;2 Тренировочная
1743;Business Cats;training;2;2;;0;10;;;2 Тренировочная
1743;Business Cats;rating;1;1;;0;8;;;1 Рейтинговая
1743;Business Cats;rating;1;2;;0;8;;;1 Рейтинговая
1743;Business Cats;rating;2;1;;#Н/Д;19;;;2 Рейтинговая
1743;Business Cats;rating;2;2;;#Н/Д;19;;;2 Рейтинговая
1743;Business Cats;rating;3;1;;0;#Н/Д;;;3 Рейтинговая
1743;Business Cats;rating;3;2;;0;#Н/Д;;;3 Рейтинговая
1743;Пейнтбол;paintball;1;1;;0;Победа;;;Тренировочный бой
1743;Пейнтбол;paintball;2;1;;0;Проигрыш;;;1 Групповой бой
1743;Пейнтбол;paintball;3;1;;-1;Проигрыш;;;2 Групповой бой
1743;Пейнтбол;paintball;4;1;;0;Проигрыш;;;3 Групповой бой
1743;Пейнтбол;paintball;5;1;;-1;31 мин;;;1 сценарный бой
1743;Пейнтбол;paintball;6;1;;-1;20 мин;;;2 сценарный бой
1743;Пейнтбол;paintball;7;1;;0;1/16 финала;;;Плей-Офф
1743;Civilization: Solo;week;1;1;;0;;;;
1743;Civilization: Solo;week;2;1;;0;;;;
1743;Civilization: Solo;week;3;1;;0;;;;
1743;Civilization: Solo;week;4;1;;0;;;;
1743;Civilization: Solo;week;5;1;;0;;;;
1743;Civilization: Solo;week;6;1;;-1;;;;
1743;Civilization: Solo;week;7;1;;0;;;;
1743;Civilization: Solo;week;8;1;;0;;;;
1743;Civilization: Solo;week;9;1;;0;;;;
1743;Civilization: DUEL;week;1;1;;0;;;;1726
1743;Civilization: DUEL;week;2;1;;0;;;;1726
1743;Civilization: DUEL;week;3;1;;0;;;;1726
